16,1,28826,1
21,1,37135,1
25,2,52687,1
29,1,50902,1
17,4,68299,1
30,4,73214,1
18,9,61037,1
24,4,81104,1
23,9,77614,1
19,8,78124,1
27,7,84513,1
20,11,106205,1
34,1,38760,1
33,2,46150,1
37,1,44593,1
43,1,45908,1
22,12,136071,1
36,7,55437,1
38,8,66177,1
42,4,102337,1
44,4,101604,1
39,4,105667,1
48,1,37069,1
40,11,119003,1
53,1,48139,1
26,12,215756,1
52,1,58868,1
49,8,61059,1
47,4,79414,1
57,2,95067,1
50,7,77856,1
54,4,100939,1
60,4,117135,1
65,1,42154,1
28,12,305894,1
46,11,133503,1
68,1,54000,1
75,1,62038,1
69,4,77182,1
63,4,84965,1
71,2,81918,1
62,7,73414,1
72,4,94512,1
70,8,78933,1
31,12,303155,1
32,12,308331,1
74,11,127714,1
41,12,314965,1
56,12,270429,1
55,12,276619,1
59,12,287369,1
35,9,392940,1
64,12,224580,1
66,12,241329,1
45,9,431454,1
73,12,255423,1
51,9,355486,1
58,9,355896,1
61,9,267240,1
67,9,272733,1
平均,,138780.75,
中位,,84739,
最小值,,431454,
最大值,,28826,
下四分位,,61053.5,
上四分位,,228767.25,
